Song Title,Streams,Highest Charting Position,Number of Times Charted,Artist,Artist Followers,Genre,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence
Amarillo,"4,695,091",26,20,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,73,0.641,0.857,-5.725,0.301,0.013,0.070,122.728,0.961
GOOBA,"4,690,955",4,20,6ix9ine,6514102,"['emo rap', 'rap']",08-05-2020,70,0.611,0.688,-5.688,0.341,0.026,0.251,178.462,0.393
Be Something (feat. Lil Baby),"4,687,909",179,1,Polo G,4849204,['chicago rap'],15-05-2020,69,0.829,0.520,-10.340,0.294,0.023,0.134,136.103,0.248
Keii,"4,687,605",37,13,Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",07-02-2020,67,0.708,0.797,-3.095,0.039,0.400,0.096,88.015,0.510
Titanic,"4,687,464",24,3,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",10-07-2020,71,0.567,0.545,-6.668,0.045,0.168,0.112,174.146,0.234
2012,"4,685,894",177,1,"Bausa, Juju",961181,"['german hip hop', 'german pop']",21-08-2020,62,0.805,0.619,-7.907,0.077,0.218,0.114,98.995,0.476
25/8,"4,684,378",63,4,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,71,0.761,0.732,-5.469,0.055,0.092,0.072,151.982,0.542
FLY,"4,681,054",180,1,"KC Rebell, Summer Cem",1101597,"['german drill', 'german hip hop']",29-05-2020,59,0.835,0.596,-6.637,0.297,0.137,0.164,100.706,0.897
Yo Perreo Sola,"4,680,447",18,34,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,78,0.860,0.758,-5.160,0.070,0.021,0.344,97.014,0.453
Never Really Over,"4,679,948",187,1,Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",31-05-2019,74,0.770,0.882,-4.792,0.060,0.194,0.316,99.991,0.385
Ne reviens pas,"4,676,857",190,1,"Gradur, Heuss L'enfoiré",1390813,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",29-11-2019,62,0.932,0.778,-3.384,0.064,0.212,0.168,124.996,0.933
It's You,"4,674,658",73,34,Ali Gatie,1758300,"['canadian hip hop', 'pop']",08-11-2019,81,0.732,0.463,-6.972,0.029,0.374,0.194,95.971,0.397
I'll Wait,"4,674,532",80,3,"Kygo, Sasha Alex Sloan",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",03-04-2020,70,0.611,0.651,-6.973,0.059,0.144,0.105,122.983,0.351
Skechers,"4,669,248",31,20,DripReport,92356,['viral rap'],12-01-2020,73,0.903,0.327,-9.727,0.088,0.260,0.108,100.008,0.274
Alane,"4,668,193",122,9,"Robin Schulz, Wes",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",19-06-2020,67,0.581,0.799,-6.660,0.164,0.042,0.110,124.002,0.662
Pero Ya No,"4,666,658",29,6,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,72,0.882,0.612,-6.103,0.118,0.048,0.182,147.982,0.742
Let Me Love You Like A Woman,"4,665,053",192,1,Lana Del Rey,13697048,"['art pop', 'pop']",19-03-2021,67,0.303,0.249,-11.715,0.111,0.970,0.117,66.932,0.131
Flex (feat. Juice WRLD),"4,664,281",79,13,Polo G,4849204,['chicago rap'],15-05-2020,76,0.752,0.673,-5.792,0.153,0.054,0.133,164.009,0.350
Singapur,"4,661,170",179,3,"El Alfa, Chael Produciendo",1779640,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",15-05-2020,69,0.853,0.909,-2.473,0.229,0.052,0.129,112.987,0.803
Happier,"4,655,272",66,46,"Marshmello, Bastille",31552500,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",17-08-2018,82,0.687,0.792,-2.749,0.045,0.191,0.167,100.015,0.671
In Your Eyes (feat. Alida),"4,654,587",84,15,"Alida, Robin Schulz",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",10-01-2020,71,0.570,0.672,-5.888,0.072,0.172,0.077,120.018,0.461
DOLLAZ ON MY HEAD (feat. Young Thug),"4,652,712",69,22,Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",22-05-2020,76,0.825,0.458,-7.470,0.058,0.114,0.102,145.115,0.161
When I Look At You,"4,652,583",150,5,Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",01-01-2009,63,0.459,0.545,-4.874,0.028,0.142,0.105,137.941,0.194
CITY OF ANGELS,"4,645,541",54,14,24kGoldn,1276406,['cali rap'],22-11-2019,76,0.686,0.541,-4.993,0.049,0.042,0.068,120.082,0.724
Old Town Road - Remix,"4,643,817",44,30,"Lil Nas X, Billy Ray Cyrus",5488666,"['lgbtq+ hip hop', 'pop rap']",21-06-2019,81,0.878,0.619,-5.560,0.102,0.053,0.113,136.041,0.639
Astronomia,"4,642,284",98,8,"Vicetone, Tony Igy",378114,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",16-09-2016,71,0.653,0.945,-2.634,0.096,0.006,0.439,126.093,0.326
THE BADDEST,"4,642,057",82,2,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,['k-pop girl group'],27-08-2020,70,0.676,0.857,-4.368,0.044,0.022,0.254,149.981,0.717
No Guidance (feat. Drake),"4,641,393",108,17,Chris Brown,14073083,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",28-06-2019,80,0.696,0.454,-6.756,0.153,0.123,0.155,92.928,0.136
BENDICIONES,"4,639,997",82,2,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",10-05-2020,67,0.828,0.581,-9.909,0.073,0.038,0.103,143.995,0.843
The Adventures of Moon Man & Slim Shady (with Eminem),"4,639,929",67,2,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",10-07-2020,67,0.880,0.787,-5.189,0.118,0.226,0.120,113.018,0.588
Si Veo a Tu Mamá,"4,638,728",7,19,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,80,0.900,0.603,-5.313,0.065,0.402,0.134,129.928,0.824
Narcos,"4,633,313",174,2,Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",29-05-2020,68,0.614,0.746,-3.527,0.196,0.347,0.087,168.072,0.601
Emotionally Scarred,"4,633,237",142,3,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",28-02-2020,71,0.585,0.641,-4.269,0.133,0.029,0.316,88.284,0.266
New Rules,"4,630,675",195,1,Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",02-06-2017,79,0.762,0.700,-6.021,0.069,0.003,0.153,116.073,0.608
Don't Stop Me Now - Remastered 2011,"4,630,572",138,13,Queen,35910149,"['classic rock', 'glam rock', 'rock']",10-11-1978,74,0.563,0.865,-5.277,0.160,0.047,0.770,156.271,0.601
SKRR,"4,629,320",183,1,"KALIM, Ufo361",218931,"['german hip hop', 'german trap', 'german underground rap', 'hamburg hip hop']",24-09-2020,60,0.803,0.649,-6.599,0.132,0.163,0.152,125.038,0.584
The Bigger Picture,"4,629,083",47,7,Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",12-06-2020,70,0.590,0.618,-5.756,0.334,0.013,0.244,96.459,0.153
Story of My Life,"4,628,772",195,1,One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",25-11-2013,81,0.600,0.663,-5.802,0.048,0.225,0.119,121.070,0.286
Blastoff (feat. Juice Wrld & Trippie Redd),"4,628,159",65,5,"Internet Money, Diplo",412466,"['pop rap', 'rap', 'trap']",29-08-2020,70,0.761,0.517,-6.916,0.093,0.114,0.157,147.912,0.460
China,"4,627,026",25,30,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",19-07-2019,77,0.786,0.808,-3.702,0.088,0.085,0.082,105.027,0.609
PUNANI,"4,625,985",180,1,6ix9ine,6514102,"['emo rap', 'rap']",02-08-2020,58,0.841,0.541,-7.121,0.229,0.019,0.123,97.961,0.420
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"4,624,448",71,12,Conkarah,67074,['jawaiian'],15-05-2020,70,0.824,0.854,-5.312,0.177,0.016,0.117,95.114,0.896
Turks (with Gunna & ft. Travis Scott),"4,623,279",86,6,NAV,2613211,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",08-05-2020,67,0.894,0.618,-4.356,0.129,0.081,0.558,119.100,0.379
Cheirosa - Ao Vivo,"4,623,030",196,1,Jorge & Mateus,15019109,"['sertanejo', 'sertanejo universitario']",11-10-2019,66,0.528,0.870,-3.123,0.085,0.240,0.333,152.370,0.714
Hit My Line,"4,621,205",196,1,Logic,5449291,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",24-07-2020,60,0.620,0.786,-5.220,0.167,0.143,0.460,164.057,0.679
Havana (feat. Young Thug),"4,620,876",197,1,Camila Cabello,22698747,"['dance pop', 'electropop', 'pop', 'post-teen pop']",12-01-2018,81,0.765,0.523,-4.333,0.030,0.184,0.132,104.988,0.394
Boss Bitch,"4,620,838",21,29,Doja Cat,8671649,"['dance pop', 'pop']",23-01-2020,81,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,0.575
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"4,618,744",63,6,Lil Yachty,7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",09-03-2020,69,0.836,0.617,-4.363,0.053,0.170,0.319,138.066,0.866
Hola - Remix,"4,617,726",29,30,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",01-11-2019,77,0.654,0.672,-5.980,0.311,0.471,0.078,181.857,0.343
BLAME IT ON BABY,"4,616,034",180,1,DaBaby,7601122,"['north carolina hip hop', 'rap']",17-04-2020,57,0.875,0.687,-5.734,0.387,0.236,0.141,109.791,0.864
Desce Pro Play (PA PA PA),"4,615,520",112,10,"Mc Zaac, Anitta, Tyga",1555628,"['funk carioca', 'funk pop']",26-06-2020,68,0.935,0.710,-5.085,0.158,0.077,0.173,100.009,0.635
Ignorantes,"4,613,982",6,23,"Bad Bunny, Sech",36177712,"['latin', 'reggaeton', 'trap latino']",14-02-2020,74,0.850,0.536,-5.161,0.060,0.267,0.100,96.029,0.505
Moral of the Story,"4,609,358",42,12,Ashe,644479,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",14-02-2019,75,0.572,0.406,-8.624,0.043,0.587,0.102,119.812,0.265
Gifted (feat. Roddy Ricch),"4,609,169",185,1,Cordae,1492551,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",27-08-2020,65,0.653,0.603,-5.697,0.171,0.175,0.180,151.016,0.551
Surtada - Remix Brega Funk,"4,607,385",198,1,"Dadá Boladão, Tati Zaqui, OIK",208630,"['brega funk', 'funk carioca']",25-09-2019,60,0.832,0.550,-7.026,0.059,0.249,0.182,154.064,0.881
Elegí (feat. Dímelo Flow),"4,607,003",54,29,"Rauw Alejandro, Dalex, Lenny Tavárez",6096559,"['puerto rican pop', 'trap latino']",26-03-2020,75,0.824,0.631,-2.791,0.081,0.237,0.053,171.965,0.678
Azul,"4,606,011",61,39,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",19-03-2020,77,0.843,0.836,-2.474,0.070,0.082,0.053,94.018,0.650
Can I,"4,603,243",177,1,Kehlani,4894562,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",08-05-2020,68,0.574,0.791,-3.752,0.110,0.419,0.098,119.537,0.612
Ain't It Different (feat. AJ Tracey & Stormzy),"4,602,336",142,4,Headie One,328877,['uk hip hop'],20-08-2020,69,0.767,0.569,-6.805,0.216,0.010,0.109,77.052,0.524
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","4,601,709",188,1,Lil Yachty,7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",29-05-2020,66,0.784,0.632,-6.083,0.347,0.156,0.605,124.603,0.746
Physical,"4,599,807",12,34,Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",27-03-2020,77,0.647,0.844,-3.756,0.046,0.014,0.102,146.967,0.746
Bläulich,"4,599,408",50,6,Apache 207,1674348,['german hip hop'],31-07-2020,60,0.790,0.704,-7.935,0.417,0.069,0.113,154.007,0.212
Yummy,"4,599,349",2,29,Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",03-01-2020,72,0.687,0.514,-6.612,0.090,0.366,0.116,145.921,0.494
July,"4,598,766",77,34,Noah Cyrus,891555,"['alt z', 'dance pop', 'pop', 'post-teen pop']",15-05-2020,81,0.708,0.186,-8.953,0.042,0.868,0.078,72.541,0.322
Some Say - Felix Jaehn Remix,"4,598,325",75,14,Nea,38111,"['scandipop', 'swedish pop']",10-01-2020,77,0.682,0.700,-5.591,0.040,0.406,0.174,120.030,0.637
Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),"4,598,294",190,1,Lil Yachty,7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",09-03-2020,69,0.836,0.617,-4.363,0.053,0.170,0.319,138.066,0.866
This City,"4,597,406",105,13,Sam Fischer,122883,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",11-12-2019,80,0.605,0.377,-6.213,0.044,0.733,0.081,73.877,0.519
OUT WEST (feat. Young Thug),"4,597,001",27,36,"JACKBOYS, Travis Scott",437907,"['rap', 'trap']",27-12-2019,82,0.802,0.591,-4.895,0.225,0.010,0.196,139.864,0.309
Roadrunner,"4,596,162",78,2,Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",10-09-2020,64,0.804,0.606,-9.045,0.242,0.137,0.111,99.024,0.247
Lover (Remix) [feat. Shawn Mendes],"4,595,450",199,1,Taylor Swift,42227614,"['pop', 'post-teen pop']",13-11-2019,70,0.448,0.603,-7.176,0.064,0.433,0.086,205.272,0.422
Make It Rain (feat. Rowdy Rebel),"4,594,248",64,2,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,62,0.500,0.767,-4.105,0.403,0.162,0.385,159.477,0.580
One Kiss (with Dua Lipa),"4,594,157",145,2,Calvin Harris,21946934,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",06-04-2018,81,0.791,0.862,-3.240,0.110,0.037,0.081,123.994,0.592
Follow,"4,593,449",128,3,"KAROL G, Anuel AA",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",01-04-2020,63,0.735,0.787,-4.375,0.160,0.667,0.072,168.997,0.455
Mariposa,"4,593,366",103,12,Peach Tree Rascals,177972,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",28-08-2019,76,0.676,0.525,-5.880,0.028,0.617,0.356,112.011,0.421
Break Up Song,"4,593,343",187,1,Little Mix,9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",06-11-2020,65,0.631,0.750,-5.416,0.039,0.004,0.286,90.019,0.593
Myron,"4,593,309",32,16,Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",13-03-2020,76,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,0.573
High Fashion (feat. Mustard),"4,592,772",29,28,Roddy Ricch,6608815,"['melodic rap', 'rap', 'trap']",06-12-2019,77,0.831,0.499,-8.442,0.114,0.269,0.300,97.956,0.511
MORE & MORE,"4,592,745",67,5,TWICE,9998991,"['k-pop', 'k-pop girl group']",01-06-2020,70,0.739,0.841,-4.162,0.060,0.031,0.173,106.990,0.562
Se Me Olvidó,"4,591,194",81,3,Christian Nodal,8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",29-05-2020,71,0.650,0.558,-3.082,0.031,0.368,0.303,141.820,0.725
Tattoo,"4,588,064",42,24,Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",09-07-2020,78,0.848,0.637,-5.132,0.156,0.041,0.052,96.988,0.698
the 1,"4,587,573",5,7,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,75,0.777,0.357,-6.942,0.052,0.757,0.108,139.883,0.172
august,"4,586,236",11,5,Taylor Swift,42227614,"['pop', 'post-teen pop']",24-07-2020,76,0.532,0.623,-9.208,0.033,0.538,0.093,89.937,0.403
RITMO (Bad Boys For Life),"4,585,895",11,37,"Black Eyed Peas, J Balvin",5966748,"['dance pop', 'pop', 'pop rap']",12-10-2019,78,0.721,0.716,-7.037,0.066,0.033,0.237,104.994,0.667
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","4,583,475",86,5,Ty Dolla $ign,3866304,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",22-10-2020,71,0.818,0.598,-5.948,0.113,0.057,0.634,111.052,0.331
Basta Você Me Ligar - Ao Vivo,"4,580,123",183,2,"Os Barões Da Pisadinha, Xand Avião",4281787,"['forro', 'piseiro']",29-05-2020,68,0.599,0.914,-2.415,0.063,0.500,0.694,168.008,0.831
Girls in the Hood,"4,577,209",166,1,Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",26-06-2020,72,0.821,0.863,-3.159,0.353,0.008,0.038,180.013,0.874
Anaranjado,"4,575,403",174,4,"Jowell & Randy, J Balvin",2919696,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",16-07-2020,66,0.763,0.580,-6.196,0.144,0.047,0.154,175.937,0.608
Freedom,"4,573,723",99,2,"Kygo, Zak Abel",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",17-04-2020,72,0.715,0.635,-6.591,0.079,0.127,0.086,112.887,0.390
Unterwegs,"4,572,706",134,6,"KitschKrieg, Jamule, SFR",166517,"['german hip hop', 'german pop', 'hamburg hip hop']",07-08-2020,68,0.880,0.607,-7.067,0.078,0.195,0.150,126.039,0.823
Prospect (ft. Lil Baby),"4,571,916",177,2,iann dior,1276292,"['melodic rap', 'pop rap']",12-06-2020,68,0.816,0.579,-6.097,0.087,0.203,0.127,120.078,0.430
Teeth,"4,571,612",188,1,5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",23-08-2019,78,0.749,0.461,-2.961,0.042,0.052,0.074,139.020,0.420
Hot Stuff,"4,569,978",194,1,"Kygo, Donna Summer",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",18-09-2020,71,0.681,0.773,-5.749,0.148,0.019,0.110,119.961,0.429
Savage Remix (feat. Beyoncé),"4,568,308",13,21,"Beyoncé, Megan Thee Stallion",28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",29-04-2020,73,0.822,0.743,-4.772,0.280,0.016,0.127,84.459,0.636
BYE ME FUI,"4,567,732",48,6,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",10-05-2020,72,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,0.588
God's Plan,"4,565,400",130,11,Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",29-06-2018,82,0.754,0.449,-9.211,0.109,0.033,0.552,77.169,0.357
Like That (feat. Gucci Mane),"4,565,377",69,19,Doja Cat,8671649,"['dance pop', 'pop']",07-11-2019,77,0.879,0.498,-6.027,0.180,0.239,0.097,106.044,0.405
Reggaetonera,"4,564,331",111,11,Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",29-05-2020,69,0.694,0.796,-4.164,0.057,0.480,0.108,93.064,0.515
Morado,"4,561,936",33,30,J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",09-01-2020,71,0.881,0.696,-3.838,0.080,0.137,0.093,97.002,0.781
if i were u (with Lauv),"4,561,189",188,1,blackbear,4272745,"['electropop', 'pop', 'pop rap']",19-08-2020,64,0.666,0.628,-5.613,0.062,0.144,0.189,82.992,0.767
Bruises,"4,560,503",93,38,Lewis Capaldi,8388838,"['pop', 'uk pop']",17-05-2019,80,0.736,0.308,-7.830,0.068,0.946,0.186,111.202,0.361
After Hours,"4,559,855",7,15,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,75,0.664,0.572,-6.099,0.031,0.081,0.121,108.959,0.143
B.S. (feat. H.E.R.),"4,557,817",130,3,Jhené Aiko,4720858,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",06-03-2020,72,0.617,0.525,-10.426,0.120,0.554,0.135,135.781,0.377
Fame,"4,556,947",45,4,Apache 207,1674348,['german hip hop'],08-05-2020,62,0.811,0.645,-8.008,0.104,0.184,0.103,129.967,0.474
Sour Candy (with BLACKPINK),"4,556,900",5,11,Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",28-05-2020,70,0.752,0.870,-3.812,0.062,0.060,0.489,120.006,0.784
Hardest To Love,"4,553,544",24,3,The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,67,0.467,0.608,-7.847,0.071,0.091,0.125,80.957,0.108
Rags2Riches 2 (feat. Lil Baby),"4,547,965",113,4,Rod Wave,2203386,['florida rap'],07-08-2020,60,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,0.298
Parasite Eve,"4,545,883",169,1,Bring Me The Horizon,3912138,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",25-06-2020,67,0.589,0.797,-5.464,0.150,0.029,0.383,102.489,0.232
Sucker,"4,543,863",78,27,Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",07-06-2019,81,0.842,0.734,-5.065,0.059,0.043,0.106,137.958,0.952
Fantasía,"4,543,012",192,2,Ozuna,29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",29-11-2019,59,0.695,0.719,-5.938,0.090,0.227,0.088,180.074,0.781
Lalala,"4,541,965",46,29,"Y2K, bbno$",268766,['pop rap'],28-06-2019,77,0.843,0.390,-7.899,0.085,0.178,0.137,129.972,0.495
Tequila Shots,"4,540,781",49,4,Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11-12-2020,74,0.712,0.556,-7.214,0.053,0.084,0.527,90.494,0.220
What's Love Got to Do with It,"4,538,382",86,8,"Kygo, Tina Turner",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",17-07-2020,74,0.750,0.664,-5.908,0.154,0.275,0.063,105.023,0.617
BUTTERFLY EFFECT,"4,537,762",51,5,Travis Scott,17732077,"['rap', 'slap house']",03-08-2018,79,0.763,0.628,-5.850,0.050,0.053,0.114,140.958,0.193
Something Special,"4,535,580",79,2,Pop Smoke,6852509,['brooklyn drill'],03-07-2020,72,0.739,0.616,-6.963,0.034,0.252,0.101,91.071,0.654
To Die For,"4,527,835",30,9,Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",14-02-2020,70,0.483,0.361,-7.889,0.074,0.832,0.098,171.649,0.307
Goodbyes (feat. Young Thug),"4,527,742",132,7,Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",06-09-2019,78,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,0.163
Who's Laughing Now,"4,526,982",197,1,Ava Max,3916979,"['dance pop', 'pop']",18-09-2020,73,0.648,0.641,-5.521,0.039,0.006,0.109,184.021,0.505
Never Let Me Down,"4,522,005",170,5,"VIZE, Tom Gregory",141016,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",24-04-2020,61,0.758,0.848,-3.840,0.046,0.210,0.114,127.960,0.706
Soliá,"4,516,243",45,4,Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",29-02-2020,72,0.710,0.810,-5.507,0.085,0.117,0.154,92.041,0.184
Lose Control,"4,516,053",27,45,"MEDUZA, Becky Hill, Goodboys",441714,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",11-10-2019,82,0.598,0.526,-8.659,0.042,0.129,0.140,123.935,0.529
Bandit (with YoungBoy Never Broke Again),"4,514,763",31,34,Juice WRLD,19102888,"['chicago rap', 'melodic rap']",04-10-2019,81,0.474,0.631,-5.884,0.343,0.069,0.132,180.051,0.425
Shotta Flow 5,"4,513,982",93,2,NLE Choppa,3372385,['memphis hip hop'],12-06-2020,62,0.806,0.749,-5.268,0.328,0.084,0.062,140.032,0.770
Savage,"4,510,218",16,20,Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",06-03-2020,75,0.843,0.741,-5.609,0.334,0.025,0.096,168.983,0.680
I CAN'T STOP ME,"4,504,304",68,8,TWICE,9998991,"['k-pop', 'k-pop girl group']",26-10-2020,76,0.657,0.880,-3.672,0.102,0.121,0.463,150.084,0.769
Sweet but Psycho,"4,502,853",91,33,Ava Max,3916979,"['dance pop', 'pop']",18-09-2020,81,0.720,0.706,-4.719,0.047,0.068,0.166,133.002,0.620
PAM,"4,501,441",117,16,"Justin Quiles, Daddy Yankee, El Alfa",2897862,"['latin', 'reggaeton', 'trap latino']",01-05-2020,73,0.889,0.863,-3.011,0.076,0.289,0.080,112.953,0.776
No Me Conoce - Remix,"4,501,188",55,28,"Jhay Cortez, J Balvin, Bad Bunny",2435159,"['latin', 'reggaeton', 'trap latino']",24-05-2019,77,0.806,0.786,-3.831,0.074,0.145,0.094,91.973,0.580
